user_id,product_id,rating
User1,foam_roller,2.0
User1,dumbbells,4.0
User1,elliptical,5.0
User1,resistance_band,2.0
User1,rowing_machine,3.0
User1,treadmill,4.0
User1,yoga_mat,5.0
User2,treadmill,3.0
User2,resistance_band,5.0
User2,rowing_machine,4.0
User2,elliptical,4.0
User2,dumbbells,3.0
User2,foam_roller,3.0
User2,pull_up_bar,5.0
User2,kettlebell,1.0
User2,yoga_mat,5.0
User2,exercise_bike,4.0
User3,kettlebell,1.0
User3,exercise_bike,3.0
User3,elliptical,3.0
User3,yoga_mat,1.0
User3,rowing_machine,1.0
User3,dumbbells,5.0
User3,foam_roller,3.0
User3,treadmill,1.0
User3,pull_up_bar,4.0
User3,resistance_band,5.0
User4,treadmill,
User4,yoga_mat,
User4,kettlebell,
User4,elliptical,
User4,rowing_machine,
User5,kettlebell,3.0
User5,rowing_machine,1.0
User5,yoga_mat,3.0
User5,elliptical,4.0
User5,treadmill,5.0
User5,resistance_band,2.0
User5,exercise_bike,1.0
User5,dumbbells,3.0
User5,foam_roller,4.0
User6,treadmill,3.0
User6,exercise_bike,1.0
User6,resistance_band,
User6,dumbbells,3.0
User6,rowing_machine,4.0
User6,yoga_mat,4.0
User7,treadmill,1.0
User7,pull_up_bar,1.0
User7,yoga_mat,1.0
User7,dumbbells,5.0
User7,foam_roller,2.0
User7,exercise_bike,5.0
User7,rowing_machine,4.0
User7,kettlebell,1.0
User7,resistance_band,5.0
User7,elliptical,3.0
User8,pull_up_bar,4.0
User8,resistance_band,1.0
User8,exercise_bike,4.0
User8,yoga_mat,5.0
User8,elliptical,1.0
User8,foam_roller,2.0
User8,rowing_machine,2.0
User8,dumbbells,3.0
User9,kettlebell,4.0
User9,rowing_machine,2.0
User9,exercise_bike,3.0
User9,elliptical,3.0
User9,pull_up_bar,4.0
User9,yoga_mat,3.0
User10,elliptical,5.0
User10,yoga_mat,4.0
User10,pull_up_bar,5.0
User10,kettlebell,1.0
User10,rowing_machine,4.0
User10,exercise_bike,2.0
User10,dumbbells,4.0
User10,resistance_band,3.0
User10,foam_roller,2.0
User11,resistance_band,1.0
User11,pull_up_bar,2.0
User11,kettlebell,4.0
User11,exercise_bike,2.0
User11,foam_roller,4.0
User11,rowing_machine,1.0
User12,dumbbells,1.0
User12,yoga_mat,4.0
User12,elliptical,2.0
User12,exercise_bike,1.0
User12,treadmill,1.0
User12,foam_roller,5.0
User12,kettlebell,2.0
User12,resistance_band,3.0
User13,resistance_band,4.0
User13,treadmill,5.0
User13,elliptical,2.0
User13,yoga_mat,1.0
User13,rowing_machine,4.0
User13,foam_roller,5.0
User13,pull_up_bar,3.0
User13,dumbbells,2.0
User14,dumbbells,5.0
User14,yoga_mat,3.0
User14,exercise_bike,1.0
User14,resistance_band,5.0
User14,elliptical,5.0
User15,kettlebell,3.0
User15,foam_roller,1.0
User15,elliptical,5.0
User15,yoga_mat,3.0
User15,treadmill,3.0
User15,rowing_machine,2.0
User16,foam_roller,1.0
User16,yoga_mat,4.0
User16,dumbbells,4.0
User16,treadmill,2.0
User16,elliptical,5.0
User16,kettlebell,3.0
User16,pull_up_bar,1.0
User16,rowing_machine,3.0
User16,resistance_band,3.0
User16,exercise_bike,5.0
User17,treadmill,3.0
User17,kettlebell,4.0
User17,dumbbells,3.0
User17,exercise_bike,2.0
User17,resistance_band,
User17,rowing_machine,3.0
User17,yoga_mat,3.0
User18,pull_up_bar,1.0
User18,rowing_machine,1.0
User18,elliptical,3.0
User18,yoga_mat,2.0
User18,dumbbells,2.0
User18,foam_roller,5.0
User18,exercise_bike,2.0
User18,treadmill,5.0
User18,resistance_band,4.0
User19,resistance_band,4.0
User19,yoga_mat,2.0
User19,elliptical,3.0
User19,dumbbells,3.0
User19,treadmill,5.0
User19,rowing_machine,5.0
User19,foam_roller,5.0
User20,foam_roller,2.0
User20,yoga_mat,5.0
User20,exercise_bike,4.0
User20,kettlebell,1.0
User20,pull_up_bar,5.0
User20,rowing_machine,5.0
User20,resistance_band,5.0
User21,elliptical,4.0
User21,foam_roller,5.0
User21,resistance_band,2.0
User21,rowing_machine,2.0
User21,treadmill,3.0
User21,exercise_bike,1.0
User22,dumbbells,
User22,elliptical,
User22,pull_up_bar,1.0
User22,foam_roller,4.0
User22,treadmill,4.0
User22,resistance_band,3.0
User22,yoga_mat,1.0
User23,exercise_bike,3.0
User23,kettlebell,5.0
User23,resistance_band,3.0
User23,pull_up_bar,1.0
User23,elliptical,2.0
User23,dumbbells,2.0
User23,rowing_machine,2.0
User23,treadmill,5.0
User23,foam_roller,1.0
User23,yoga_mat,3.0
User24,yoga_mat,4.0
User24,foam_roller,3.0
User24,exercise_bike,2.0
User24,treadmill,4.0
User24,dumbbells,2.0
User24,resistance_band,1.0
User24,elliptical,3.0
User24,rowing_machine,4.0
User24,kettlebell,4.0
User24,pull_up_bar,2.0
User25,resistance_band,4.0
User25,dumbbells,
User25,yoga_mat,1.0
User25,exercise_bike,5.0
User25,foam_roller,2.0
User25,kettlebell,
User25,elliptical,2.0
User25,rowing_machine,
User25,treadmill,4.0
User26,yoga_mat,1.0
User26,pull_up_bar,3.0
User26,exercise_bike,2.0
User26,kettlebell,1.0
User26,resistance_band,4.0
User27,resistance_band,1.0
User27,kettlebell,3.0
User27,pull_up_bar,3.0
User27,rowing_machine,4.0
User27,yoga_mat,1.0
User27,dumbbells,5.0
User27,foam_roller,3.0
User27,elliptical,5.0
User27,exercise_bike,3.0
User27,treadmill,1.0
User28,kettlebell,2.0
User28,pull_up_bar,4.0
User28,exercise_bike,4.0
User28,elliptical,2.0
User28,resistance_band,2.0
User28,foam_roller,4.0
User28,dumbbells,3.0
User28,yoga_mat,5.0
User28,rowing_machine,3.0
User28,treadmill,3.0
User29,foam_roller,5.0
User29,rowing_machine,4.0
User29,yoga_mat,3.0
User29,elliptical,1.0
User29,dumbbells,5.0
User29,kettlebell,2.0
User30,foam_roller,5.0
User30,exercise_bike,3.0
User30,elliptical,4.0
User30,yoga_mat,2.0
User30,rowing_machine,5.0
User30,pull_up_bar,2.0
User30,dumbbells,4.0
User30,kettlebell,2.0
User31,resistance_band,2.0
User31,rowing_machine,1.0
User31,kettlebell,5.0
User31,elliptical,2.0
User31,exercise_bike,5.0
User31,yoga_mat,2.0
User31,treadmill,4.0
User31,dumbbells,2.0
User32,rowing_machine,5.0
User32,kettlebell,2.0
User32,foam_roller,2.0
User32,exercise_bike,1.0
User32,pull_up_bar,5.0
User32,treadmill,1.0
User32,elliptical,1.0
User32,yoga_mat,4.0
User32,resistance_band,3.0
User32,dumbbells,3.0
User33,dumbbells,3.0
User33,kettlebell,2.0
User33,yoga_mat,5.0
User33,rowing_machine,3.0
User33,foam_roller,3.0
User33,exercise_bike,4.0
User34,dumbbells,4.0
User34,exercise_bike,5.0
User34,treadmill,2.0
User34,kettlebell,5.0
User34,yoga_mat,4.0
User34,elliptical,1.0
User34,resistance_band,5.0
User35,yoga_mat,2.0
User35,elliptical,1.0
User35,foam_roller,3.0
User35,kettlebell,3.0
User35,rowing_machine,4.0
User35,resistance_band,3.0
User36,kettlebell,3.0
User36,resistance_band,1.0
User36,yoga_mat,1.0
User36,rowing_machine,3.0
User36,exercise_bike,4.0
User36,pull_up_bar,3.0
User37,kettlebell,1.0
User37,rowing_machine,5.0
User37,exercise_bike,2.0
User37,elliptical,1.0
User37,pull_up_bar,1.0
User37,dumbbells,1.0
User37,yoga_mat,1.0
User37,treadmill,5.0
User38,kettlebell,5.0
User38,foam_roller,1.0
User38,treadmill,4.0
User38,elliptical,5.0
User38,resistance_band,2.0
User38,rowing_machine,2.0
User38,exercise_bike,2.0
User38,pull_up_bar,1.0
User38,dumbbells,4.0
User38,yoga_mat,1.0
User39,foam_roller,2.0
User39,yoga_mat,3.0
User39,pull_up_bar,5.0
User39,treadmill,4.0
User39,dumbbells,1.0
User39,kettlebell,1.0
User39,rowing_machine,2.0
User40,exercise_bike,1.0
User40,kettlebell,1.0
User40,elliptical,4.0
User40,yoga_mat,4.0
User40,resistance_band,4.0
User40,foam_roller,2.0
User40,dumbbells,3.0
User40,pull_up_bar,3.0
User40,treadmill,5.0
User40,rowing_machine,3.0
User41,resistance_band,4.0
User41,elliptical,5.0
User41,exercise_bike,2.0
User41,dumbbells,3.0
User41,foam_roller,1.0
User41,yoga_mat,4.0
User41,treadmill,5.0
User41,pull_up_bar,4.0
User41,rowing_machine,5.0
User41,kettlebell,1.0
User42,dumbbells,4.0
User42,foam_roller,4.0
User42,pull_up_bar,2.0
User42,exercise_bike,1.0
User42,rowing_machine,2.0
User42,kettlebell,5.0
User42,treadmill,1.0
User42,elliptical,
User43,treadmill,3.0
User43,kettlebell,5.0
User43,resistance_band,
User43,foam_roller,2.0
User43,dumbbells,4.0
User43,pull_up_bar,5.0
User43,exercise_bike,3.0
User43,yoga_mat,2.0
User44,resistance_band,5.0
User44,rowing_machine,3.0
User44,kettlebell,4.0
User44,treadmill,1.0
User44,pull_up_bar,5.0
User44,dumbbells,5.0
User44,elliptical,1.0
User45,kettlebell,5.0
User45,rowing_machine,1.0
User45,pull_up_bar,1.0
User45,resistance_band,5.0
User45,exercise_bike,1.0
User45,dumbbells,2.0
User46,pull_up_bar,3.0
User46,resistance_band,
User46,foam_roller,4.0
User46,elliptical,1.0
User46,yoga_mat,1.0
User46,rowing_machine,4.0
User46,treadmill,5.0
User46,kettlebell,5.0
User47,foam_roller,1.0
User47,yoga_mat,3.0
User47,resistance_band,5.0
User47,pull_up_bar,4.0
User47,dumbbells,4.0
User47,kettlebell,1.0
User47,exercise_bike,2.0
User47,rowing_machine,5.0
User47,elliptical,
User47,treadmill,2.0
User48,elliptical,5.0
User48,treadmill,2.0
User48,kettlebell,5.0
User48,yoga_mat,5.0
User48,resistance_band,1.0
User48,foam_roller,4.0
User48,rowing_machine,1.0
User48,pull_up_bar,2.0
User49,yoga_mat,3.0
User49,kettlebell,4.0
User49,pull_up_bar,2.0
User49,treadmill,2.0
User49,exercise_bike,3.0
User50,rowing_machine,3.0
User50,treadmill,4.0
User50,exercise_bike,5.0
User50,foam_roller,5.0
User50,dumbbells,5.0
User50,yoga_mat,4.0
User50,kettlebell,2.0
